"date","price","receive_count","sent_count","avg_fee","blocksize","btchashrate","OIL","ecr20_transfers","GOLD","searches","hashrate","marketcap","difficulty","s&p500","transactionfee","transactions","tweet_count","unique_adresses","VIX","UVYX"
2018-02-16,938.02,187920,248808,0.8,20711,18720008.8990056,61.68,248264,1452.8,14,243106.1504,91606.9670402769,2991.223,2732.22,6.01582134922607e+20,704758,28104,28004368,19.459999,809.5
2018-02-17,974.77,188706,252652,0.86,21891,23149934.6689992,61.68,267125,1452.8,14,243542.0698,95216.0020683697,2973.719,2732.22,6.7876879333474e+20,772079,25693,28121163,19.459999,809.5
2018-02-18,913.9,197106,238383,0.93,20735,23149934.6689992,61.72,281703,1350.5,12,243539.0262,89288.7855097063,3003.822,2732.22,7.66145047919866e+20,756092,20198,28226493,19.459999,809.5
2018-02-19,939.79,217434,275186,0.76,21811,23149934.6689992,62.38,289141,1347.8,12,242911.4767,91837.4548884481,2976.958,2732.22,6.56179260443437e+20,811384,20588,28350793,19.459999,809.5
2018-02-20,885.52,246145,290430,0.74,24413,25265138.8267172,61.9,350125,1428.4,12,239653.9119,86552.1936563,2932.875,2716.26,7.45416963641882e+20,886897,20527,28480334,20.6,876
2018-02-21,840.1,225400,267264,0.73,23307,25265138.8267172,61.68,323737,1430.6,12,241642.47,82130.1344306188,2911.436,2701.33,7.41308287976547e+20,850504,19990,28585465,20.02,903
2018-02-22,804.63,203588,254533,0.65,21747,25265138.8267172,62.77,350217,1431.4,12,243671.4308,78678.9199760409,2981.197,2703.96,6.14720011616645e+20,761893,18182,28680956,18.719999,874
2018-02-23,854.7,190464,245663,0.73,20793,21677190.1175976,63.55,360164,1429,12,245866.6703,83592.5648314969,2967.712,2747.3,6.26411385520844e+20,733084,19705,28775344,16.49,741
2018-02-24,833.49,163370,221980,0.71,21265,21677190.1175976,63.55,375435,1429,12,244536.0463,81535.2254546878,2974.925,2747.3,6.26790309264322e+20,732861,16638,28856925,16.49,741
2018-02-25,840.28,170315,215984,0.67,20566,21677190.1175976,63.55,319484,1429,10,250331.8931,82216.4358840125,3096.446,2747.3,5.48954074265911e+20,690582,17403,28933793,16.49,741
2018-02-26,867.62,213680,270991,0.64,21652,23919658.0607974,63.91,272691,1433.1,10,247528.6317,84909.1367566,3030.533,2779.6,5.46312001807188e+20,737453,18244,29035941,15.8,679.5
2018-02-27,871.58,203648,260591,0.71,20964,23919658.0607974,63.01,266713,1419.6,10,243300.4607,85314.471244045,2978.767,2744.28,5.64395121085298e+20,694583,19739,29143407,18.59,808
2018-02-28,851.5,214769,275367,0.89,21593,23919658.0607974,61.64,338740,1419.2,10,252048.8658,83366.4582115625,3052.568,2713.83,7.49088778484977e+20,720368,21019,29244590,19.85,856
2018-03-01,869.87,205014,251912,0.73,20663,23321666.6092775,60.99,296577,1406,10,253200.9448,85182.7148033134,3103.058,2677.67,5.71259398160711e+20,684404,18033,29342159,22.469999,942
2018-03-02,855.6,203084,258908,0.84,22550,23321666.6092775,61.25,353955,1424.2,10,255012.3761,83803.0031544,3077.244,2691.25,7.3440967995366e+20,744666,19374,29441465,19.59,887.5
2018-03-03,855.65,170362,231424,0.65,21173,23321666.6092775,61.25,313855,1424.2,10,260398.6003,83825.3863810656,3190.815,2691.25,5.08960376279592e+20,673465,19476.1967770032,29532061,19.59,887.5
2018-03-04,864.83,155900,215080,0.74,20794,24372959.7309369,61.25,297585,1424.2,10,253539.203,84742.2097189778,3140.164,2691.25,5.53921798490833e+20,643241,19604.6565392538,29606571,19.59,887.5
2018-03-05,849.42,203038,264858,0.72,22566,24372959.7309369,62.57,324160,1420.5,10,254483.1024,83249.4877277456,3135.226,2720.94,6.3396789709079e+20,752756,19733.1163015044,29698652,18.73,827
2018-03-06,815.69,219802,249740,0.59,21623,24372959.7309369,62.6,278642,1435.9,10,255139.4372,79960.3725509762,3118.411,2728.12,5.16093938893653e+20,712591,19861.5760637549,29795196,18.360001,836
2018-03-07,751.13,315285,261899,0.58,22824,26499459.5732334,61.15,287118,1427.9,10,263414.6349,73647.1777388106,3194.249,2726.8,6.10123386230882e+20,783757,19990.0358260055,29898169,17.76,823
2018-03-08,698.83,200702,247093,0.55,21478,26499459.5732334,60.12,325276,1423.7,10,262514.1983,68533.4271256147,3237.862,2738.97,5.40633566535207e+20,690139,20118.4955882561,29990051,16.540001,777
2018-03-09,726.92,186519,256144,0.56,20374,26499459.5732334,62.04,349995,1428,10,256561.6774,71302.9905192138,3155.884,2786.57,5.0078151699298e+20,650058,20246.9553505066,30085221,14.64,683.5
2018-03-10,682.3,170074,221695,0.46,18862,25027267.3747204,62.04,255820,1428,10,259056.4904,66940.2149625875,3166.735,2786.57,3.97480635309803e+20,591377,20375.4151127572,30172018,14.64,683.5
2018-03-11,720.36,153027,202125,0.43,18612,25027267.3747204,62.04,296067,1428,9,257997.7068,70689.0556093725,3148.891,2786.57,3.61572810783517e+20,608899,20503.8748750078,30244635,14.64,683.5
2018-03-12,697.02,164650,249159,0.53,21668,25027267.3747204,61.36,390982,1424.8,9,259747.3582,68412.888868035,3190.981,2783.02,5.13422000331516e+20,677908,20632.3346372583,30320043,15.78,726.5
2018-03-13,689.96,189913,231198,0.39,20946,25027267.3747204,60.71,353854,1431.4,9,259172.212,67734.008566915,3176.689,2765.31,3.9173149894858e+20,699093,20760.7943995089,30409537,16.35,748.5
2018-03-14,613.15,218961,242474,0.39,20106,23555075.1762075,60.96,316058,1429.7,9,256444.9328,60206.0154648922,3135.698,2749.48,4.21588644264633e+20,671198,20889.2541617595,30505408,17.23,772.5
2018-03-15,610.56,189838,250599,0.37,20056,23555075.1762075,61.19,395535,1421.7,9,259568.9864,59964.2129214,3160.925,2747.33,3.93576583529219e+20,654531,21017.71392401,30599235,16.59,737
2018-03-16,600.53,166720,241628,0.39,19502,23555075.1762075,62.34,342155,1416.3,9,268730.4354,58991.4792258662,3273.412,2752.01,4.20405332256286e+20,654584,21146.1736862606,30687507,15.8,718
2018-03-17,549.79,157987,210548,0.29,17376,24372959.7309369,62.34,325819,1416.3,9,266964.9124,54018.39261746,3261.562,2752.01,3.12269060195462e+20,593203,21274.6334485112,30756717,15.8,718
2018-03-18,537.38,171542,246286,0.29,20197,24372959.7309369,62.34,344319,1416.3,10,264836.0208,52810.0022732463,3265.568,2752.01,3.63787779257323e+20,684094,21403.0932107618,30844131,15.8,718
2018-03-19,555.55,200098,254460,0.3,20642,24372959.7309369,62.06,337492,1421.7,10,265871.0509,54606.9077969891,3287.244,2712.92,3.77053890281895e+20,703891,21531.5529730123,30927180,19.02,820
2018-03-20,557.57,175859,232750,0.32,20067,21859737.3155061,63.4,311527,1416.2,10,267110.5194,54816.8406772066,3281.437,2716.94,3.79918837075471e+20,661791,21660.0127352629,31009221,18.200001,793.5
2018-03-21,559.91,198848,233094,0.36,20630,21859737.3155061,65.17,281591,1426.6,10,263506.8368,55058.2600337331,3261.279,2711.93,4.42726380124658e+20,697872,21788.4724975135,31105483,17.860001,779.5
2018-03-22,539.89,170035,229458,0.37,17883,21859737.3155061,64.3,229749,1432.2,10,263150.0403,53100.6699036247,3225.445,2643.69,4.26379987300775e+20,619453,21916.932259764,31201994,23.34,934
2018-03-23,543.83,248015,227354,0.36,18847,22892480.8107269,65.88,264649,1455,10,264344.1817,53499.1895261097,3284.345,2588.26,4.50096131193213e+20,677103,22045.3920220146,31317435,24.870001,1012
2018-03-24,520.16,208072,210758,0.32,16599,22892480.8107269,65.88,254941,1455,10,262566.4697,51181.333172185,3218.749,2588.26,3.80876658324465e+20,613203,22173.8517842652,31405365,24.870001,1012
2018-03-25,523.01,135543,187127,0.33,14982,22892480.8107269,65.88,239663,1455,10,263810.3782,51472.3927890466,3264.568,2588.26,3.33965328266451e+20,526372,22302.3115465157,31479764,24.870001,1012
2018-03-26,486.25,170235,234471,0.34,17841,25818587.3805191,65.55,261672,1461,10,270957.8644,47864.5671488281,3333.441,2658.55,4.34589110834609e+20,626615,22430.7713087663,31561427,21.030001,898.5
2018-03-27,448.78,163863,214704,0.28,17230,25818587.3805191,65.25,270789,1447.8,10,264771.4928,44185.2622804156,3274.586,2612.62,3.60733891105136e+20,584055,22559.2310710169,31634286,22.5,1005
2018-03-28,445.93,149891,205986,0.28,17283,25818587.3805191,64.38,284790,1428.9,10,264397.7036,43913.7375316241,3258.303,2605,3.67473352732869e+20,579858,22687.6908332674,31693884,22.870001,1033.5
2018-03-29,383.9,171238,217765,0.26,17508,26162835.2122593,64.94,276057,1426,10,259874.6018,37813.0563048906,3183.492,2640.87,3.88418603829587e+20,583673,22816.150595518,31758488,19.969999,926.5
2018-03-30,393.82,181637,222672,0.22,18457,26162835.2122593,64.94,291642,1426,10,262829.8108,38798.2187446831,3211.951,2640.87,3.53292965848522e+20,633616,22944.6103577686,31834107,19.969999,926.5
2018-03-31,394.07,147966,199090,0.19,17025,26162835.2122593,64.94,265074,1426,10,259223.1258,38830.9121949306,3189.076,2640.87,2.81163320479825e+20,584396,23073.0701200191,31895242,19.969999,926.5
2018-04-01,378.85,133825,189008,0.17,15893,28274794.2168317,64.94,294982,1426,8,259619.4056,37338.8158618906,3239.618,2640.87,2.50986521768595e+20,545141,23201.5298822697,31971213,19.969999,926.5
2018-04-02,384.68,152747,212089,0.2,16871,28274794.2168317,63.01,294175,1445.8,8,259753.6379,37921.2833833825,3197.879,2581.88,3.08536535493143e+20,598505,23329.9896445203,32052702,23.620001,1059
2018-04-03,415.93,175867,224507,0.21,19076,28274794.2168317,63.51,296515,1436.5,8,253904.2585,41010.3507634391,3130.326,2614.45,3.3216833206434e+20,645977,23458.4494067709,32145055,21.1,992.5
2018-04-04,378.65,164286,210073,0.17,18676,25656757.7152732,63.37,235067,1439.7,8,256180.9285,37342.2603630859,3176.982,2644.69,2.83251214704586e+20,628441,23586.9091690214,32259224,20.059999,966.5
2018-04-05,381.36,197618,235129,0.27,19496,25656757.7152732,63.54,288593,1428.1,8,257751.3129,37617.37490238,3151.226,2662.84,4.88359096954945e+20,695871,23715.368931272,32388636,18.940001,915
2018-04-06,370.35,176831,225464,0.2,17769,25656757.7152732,62.06,255340,1435.9,8,264227.025,36538.9151565375,3256.2,2604.47,3.52355026596937e+20,647981,23843.8286935226,32511990,21.49,996
2018-04-07,384.98,149994,196135,0.17,15831,31416438.0187018,62.06,319255,1435.9,8,259807.1339,37990.115231245,3235.885,2604.47,2.42705023866296e+20,535865,25319,32602934,21.49,996
2018-04-08,400.72,167267,203358,0.19,17233,31416438.0187018,62.06,299111,1435.9,7,257932.3909,39551.5090371275,3191.373,2604.47,2.82433505171212e+20,595733,21190,32695521,21.49,996
2018-04-09,399.02,180354,221989,0.2,18630,31416438.0187018,63.42,315542,1439.6,7,249655.5258,39391.8151103856,3088.964,2613.16,3.07438390275925e+20,609799,25309,32781580,21.77,1000
2018-04-10,415.65,165664,202889,0.21,17582,28623865.7503728,65.51,358567,1445.5,7,255877.335,41042.0874908906,3135.858,2656.87,2.92820208814272e+20,571388,25856,32861102,20.469999,961
2018-04-11,430.42,178623,200959,0.23,18496,28623865.7503728,66.82,403541,1460,7,253513.7145,42509.2161032844,3146.615,2642.19,3.2602198730033e+20,609102,25379,32943208,20.24,973
2018-04-12,493.95,203437,234733,0.27,21244,28623865.7503728,67.07,358084,1441.4,7,252079.5961,48793.5543473531,3131.514,2663.99,3.78876589769983e+20,692606,24696,33033347,18.49,913
2018-04-13,494.96,205635,244253,0.3,21136,28798401.5171434,67.39,341099,1447.9,7,254808.1705,48903.5371335625,3085.986,2656.3,4.42272519664337e+20,730344,22292,33131706,17.41,863
2018-04-14,502.79,172213,200267,0.26,18148,28798401.5171434,67.39,265977,1447.9,7,255080.6519,49687.4159033275,3132.315,2656.3,3.17022299922293e+20,611188,17926,33212094,17.41,863
2018-04-15,534.15,168919,208117,0.25,18672,28798401.5171434,67.39,281523,1447.9,8,255100.7545,52797.4125984844,3137.467,2656.3,2.93300030526338e+20,619985,17958,33292753,17.41,863
2018-04-16,511.67,176420,227121,0.26,20768,26910340.4324498,66.22,319150,1450.6,8,256052.3846,50585.9370107959,3113.712,2677.84,3.3397077493171e+20,664402,22923,33380441,16.559999,797.5
2018-04-17,503.03,179419,250236,0.24,22300,26910340.4324498,66.52,340321,1449.3,8,255808.7177,49742.0024733672,3132.796,2706.39,3.59839165635727e+20,742823,22251,33473548,15.25,725.5
2018-04-18,525.78,186787,226352,0.32,22474,26910340.4324498,68.47,384043,1453.5,8,249352.2209,52002.2786716856,3078.159,2708.64,4.21581471854276e+20,703293,20823,33572707,15.6,729.5
2018-04-19,567.25,209555,245103,0.31,25206,33971919.1274899,68.29,465056,1448.8,8,256511.2913,56115.5908100469,3098.361,2693.13,4.45072974679742e+20,814318,21853,33678767,15.96,746
2018-04-20,617.16,216651,265413,0.33,26386,33971919.1274899,68.38,482366,1438.2,8,250405.9833,61065.5295218775,3070.112,2670.14,4.45012554683672e+20,832220,22322,33789195,16.879999,779
2018-04-21,605.17,210105,272092,0.28,21672,33971919.1274899,68.38,307736,1438.2,8,259913.5162,59891.5966138391,3168.246,2670.14,3.47810312738837e+20,746104,26416,33941430,16.879999,779
2018-04-22,621.33,241722,251928,0.3,23074,30536556.519092,68.38,375095,1438.2,9,256619.2584,61503.6045346866,3146.736,2670.14,3.5765697343731e+20,748858,24244,34067461,16.879999,779
2018-04-23,644.13,252677,274130,0.31,24241,30536556.519092,68.64,306793,1424,9,260832.2833,63773.6978549953,3181.241,2670.29,3.90663517807491e+20,802870,32778,34178512,16.34,766
2018-04-24,703.35,248925,291599,0.41,25599,30536556.519092,67.7,350572,1433.1,9,255641.5849,69651.2505401859,3132.081,2634.56,4.78509636834002e+20,816357,39034,34292473,18.02,823.5
2018-04-25,617.73,221845,262870,0.35,25145,23474977.824052,68.05,368653,1422.9,9,257805.5643,61185.2018175891,3129.306,2639.4,4.55279846455671e+20,799014,32277,34384021,17.84,835.5
2018-04-26,661.45,220798,247261,0.39,24705,23474977.824052,68.19,435335,1418,9,267393.1962,65529.3586784094,3213.181,2666.94,4.63462968986037e+20,793873,28012,34463918,16.24,774.5
2018-04-27,643.33,205503,243761,0.41,24120,23474977.824052,68.1,386241,1423.6,9,257910.9333,63747.3283507297,3152.285,2669.91,4.86780280197732e+20,764479,23927,34546369,15.41,751
2018-04-28,683.02,195375,247621,0.46,24555,25592018.8297784,68.1,361009,1423.6,9,254255.7956,67694.0390101381,3128.856,2669.91,5.18979361455005e+20,775321,20707,34616372,15.41,751
2018-04-29,689.31,190791,229838,0.5,24654,25592018.8297784,68.1,313576,1423.6,9,265643.9588,68331.7301494078,3190.83,2669.91,5.46699467868222e+20,756651,22899,34686804,15.41,751
2018-04-30,670.04,210258,264706,0.49,25891,25592018.8297784,68.57,350925,1419.1,9,264176.9608,66435.2509099825,3196.316,2648.05,5.66570331846045e+20,778133,21235,34768458,15.93,754
2018-05-01,670.81,186493,240034,0.42,24618,31590148.2430077,67.25,404238,1406.4,9,256434.1957,66525.3161101878,3113.973,2654.8,4.44819094055218e+20,713839,22345,34846384,15.49,737.5
2018-05-02,686.74,224567,256806,0.42,25626,31590148.2430077,67.93,482047,1405.3,9,261978.5703,68119.4519131587,3111.333,2635.67,4.76351338422063e+20,787722,22845,34929272,15.97,728.5
2018-05-03,777.62,253062,275127,0.53,26338,31590148.2430077,68.43,471404,1412.4,9,263056.9143,77150.0929847556,3164.594,2629.73,5.6974960827728e+20,839586,21888,35025398,15.9,750.5
2018-05-04,784.21,498394,274830,0.43,27766,27591395.3008549,69.72,328748,1414.7,9,266084.0108,77820.0562255222,3202.794,2663.42,5.45712357893821e+20,1000526,21845,35111424,14.77,715.5
2018-05-05,816.58,264847,240797,0.44,24103,27591395.3008549,69.72,531986,1414.7,9,270333.0862,81049.1666281625,3242.196,2663.42,4.28660254429505e+20,789261,26531,35196848,14.77,715.5
2018-05-06,790.39,221734,258272,0.44,22388,27591395.3008549,69.72,537209,1414.7,9,270847.4157,78465.9948889503,3271.982,2663.42,3.83374428815809e+20,691273,21560,35298381,14.77,715.5
2018-05-07,752.4,255624,259908,0.42,23088,29990647.0661466,70.73,375478,1414.2,9,276583.217,74710.1266498125,3327.78,2672.63,4.43728234107876e+20,789863,20120,35408757,14.75,709.5
2018-05-08,747.79,266250,257395,0.45,23859,29990647.0661466,69.06,353127,1413.8,9,273677.2789,74267.6120074391,3343.569,2671.92,4.96310278441738e+20,820098,18752,35515507,14.71,706
2018-05-09,751.27,249052,275151,0.47,24510,29990647.0661466,71.14,407252,1413,9,270175.0286,74628.6535677191,3268.429,2697.79,5.22481470500627e+20,831127,17990,35619892,13.42,663
2018-05-10,723.61,253547,271185,0.62,26750,30790397.6545772,71.36,382960,1422.1,9,270049.063,71895.8105780187,3279.764,2723.07,7.37346626030821e+20,854827,18843,35712700,13.23,616.5
2018-05-11,677.8,249105,274099,0.59,25118,30790397.6545772,70.7,412050,1420.4,9,273083.2403,67358.2648123063,3285.212,2727.72,7.21751162327102e+20,826099,19660,35812675,12.65,601.5
2018-05-12,683.64,243240,257897,0.43,23752,30790397.6545772,70.7,445465,1420.4,9,278875.4553,67952.7215564512,3367.082,2727.72,4.9847945773575e+20,788487,17229,35903368,12.65,601.5
2018-05-13,729.34,224430,249886,0.5,23520,30487010.8112811,70.7,443167,1420.4,7,278287.478,72510.1396145844,3397.01,2727.72,5.22063870818826e+20,762439,17133,35993205,12.65,601.5
2018-05-14,727.41,246413,280298,0.61,25932,30487010.8112811,70.96,344209,1417.9,7,273117.6599,72333.0947496862,3322.169,2730.13,6.67493522521263e+20,801788,19389,36081437,12.93,572
2018-05-15,705.64,263311,257063,0.61,24792,30487010.8112811,71.31,414071,1389.8,7,269469.4111,70182.81433046,3262.634,2711.45,6.73498366946974e+20,779210,21123,36172998,14.63,632.5
2018-05-16,706.72,268384,263942,0.63,24743,36872803.6163467,71.49,415292,1392.1,7,269830.24,70304.672717195,3286.345,2722.46,7.18126049678287e+20,807257,19781,36272458,13.42,598
2018-05-17,668.38,281118,272017,0.63,24608,36872803.6163467,71.49,385143,1390,7,272613.0226,66504.404022725,3280.926,2720.13,7.90210562435026e+20,835761,20770,36380352,13.43,577
2018-05-18,693.57,271784,281199,0.62,24643,36872803.6163467,71.28,388178,1391.3,7,270655.4582,69025.1834326734,3236.627,2712.97,7.47660402489323e+20,831831,20202,36491285,13.42,587.5
2018-05-19,696.05,288466,276613,0.55,24459,31722970.7090357,71.28,386988,1391.3,7,272017.1413,69286.4117158047,3250.212,2712.97,6.63303937890432e+20,846288,17247,36605325,13.42,587.5
2018-05-20,715.15,261748,239102,0.56,23759,31722970.7090357,71.28,428355,1391.3,7,275816.8568,71202.4429103047,3307.965,2712.97,6.04615806852184e+20,777283,18448,36692641,13.42,587.5
2018-05-21,696.73,251726,260836,0.59,25580,31722970.7090357,72.24,418601,1391.1,7,278244.772,69382.9219077031,3341.722,2733.01,6.83188824939212e+20,802211,19802,36787706,13.08,559.5
2018-05-22,640.84,295141,249896,0.6,25326,31104990.7601584,72.13,374477,1392.1,7,275055.3865,63830.34623582,3323.281,2724.44,7.69998110969074e+20,822409,18017,36870994,13.22,568.5
2018-05-23,577.01,276032,282513,0.54,25965,31104990.7601584,71.84,409045,1389.2,7,274364.416,57484.6643454344,3252.173,2733.29,7.80870326686702e+20,833377,19611,36970161,12.58,553
2018-05-24,602.59,269044,274959,0.53,25467,31104990.7601584,70.71,399975,1404.2,7,264380.7978,60045.3378370991,3223.61,2727.76,7.18821398058702e+20,811167,17732,37060911,12.53,548.5
2018-05-25,584.77,260993,256186,0.5,24930,37681533.9302713,67.88,411424,1403.2,7,266471.1125,58281.7302026244,3202.992,2721.33,6.88278233288639e+20,800838,18032,37152434,13.22,559
2018-05-26,585.76,257894,230825,0.46,23053,37681533.9302713,67.88,429768,1403.2,7,270868.0697,58392.530943635,3253.128,2721.33,5.96384804368896e+20,761932,15775,37225124,13.22,559
2018-05-27,569.64,267036,250938,0.4,23497,37681533.9302713,67.36,404451,1298.3,6,264353.7928,56797.2135556912,3215.114,2721.33,5.46718705712743e+20,776024,17270,37319476,13.22,559
2018-05-28,512.03,286734,296296,0.51,25414,33399541.438195,67.05,369953,1297.6,6,269029.2955,51063.6663003944,3232.392,2721.33,8.62659407170855e+20,861002,17979,37411777,13.22,559
2018-05-29,566.59,282606,262588,0.58,25332,33399541.438195,66.73,404726,1393.7,6,268134.3091,56516.5191523456,3218.953,2689.86,8.25680263771709e+20,812183,19227,37507312,17.02,660.5
2018-05-30,557.12,267951,275630,0.59,25508,33399541.438195,68.21,363851,1396.7,6,265948.756,55583.42163103,3177.264,2724.01,8.67284349850765e+20,817167,19800,37610708,14.94,612.5
2018-05-31,577.23,284268,258194,0.74,27436,36396936.1826484,67.04,354968,1395,6,272316.521,57601.7545160747,3249.295,2705.27,1.07393135997004e+21,832842,18928,37700971,15.43,625.5
2018-06-01,579.01,238235,255453,0.67,25130,36396936.1826484,65.81,446065,1390.1,6,261144.0211,57791.2861815856,3151.675,2734.62,8.75763461594887e+20,758242,18471,37785915,13.46,585.5
2018-06-02,590.53,274338,239035,0.46,24617,36396936.1826484,65.81,465165,1390.1,6,268099.8023,58953.3330408931,3194.129,2734.62,6.0295139884685e+20,768017,16847,37868807,13.46,585.5
2018-06-03,619.04,271126,251694,0.45,25077,34898238.8104217,65.81,450050,1390.1,6,266067.2667,61812.203235475,3202.593,2734.62,5.90894601534515e+20,809997,16966,37965296,13.46,585.5
2018-06-04,591.31,255755,261557,0.54,26427,34898238.8104217,64.75,430736,1389.5,6,267430.541,59055.6178240072,3159.147,2746.87,7.3862097418354e+20,807165,18883,38055339,12.74,549.5
2018-06-05,608.23,236878,262475,0.49,25848,34898238.8104217,65.52,420419,1394.5,6,266560.0064,60757.8331733975,3232.845,2748.8,6.34673305813622e+20,780654,20020,38146541,12.4,540
2018-06-06,606.3,236170,250392,0.65,24376,36103754.4868926,64.73,386670,1393.9,6,265007.3855,60577.5467702156,3163.393,2772.35,8.0911851277392e+20,754070,19892,38238808,11.64,508.5
2018-06-07,604.44,256205,253896,0.49,24384,36103754.4868926,65.95,375175,1394.8,6,267538.3994,60404.2807931662,3161.718,2770.37,6.31629547324768e+20,775828,19638,38336815,12.13,519.5
2018-06-08,599.55,236246,230730,0.46,24513,36103754.4868926,65.74,501936,1394.8,6,268957.8818,59928.0077531297,3196.858,2779.03,5.47890829721044e+20,720017,20170,38415694,12.18,514.5
2018-06-09,593.38,270598,217283,0.34,24163,35121339.3988139,65.74,461425,1394.8,6,280223.7453,59323.6372000137,3303.497,2779.03,4.3916006148024e+20,769427,17827,38487512,12.18,514.5
2018-06-10,524.74,275975,220811,0.3,24560,35121339.3988139,65.74,453014,1394.8,6,269619.0449,52472.033930405,3252.141,2779.03,4.39124773458381e+20,771280,16908,38569673,12.18,514.5
2018-06-11,531.15,254262,243327,0.33,24470,35121339.3988139,66.1,371213,1395.9,6,274305.6302,53124.0642241359,3235.938,2782,4.73357637638703e+20,768985,19136,38652011,12.35,502.5
2018-06-12,494.53,222655,227958,0.3,23682,35612546.9428532,66.36,386982,1392.2,6,277830.7046,49471.6233970916,3333.043,2786.85,4.66833373619293e+20,770199,21896,38742417,12.34,501.5
2018-06-13,476.3,221123,254877,0.29,25448,35612546.9428532,66.64,544412,1393.9,6,270306.5868,47657.7153313938,3269.563,2775.63,4.86765094398417e+20,797637,20671,38851343,12.94,510.5
2018-06-14,519.83,220697,254704,0.36,24149,35612546.9428532,66.89,443722,1401,6,269852.2189,52023.900484315,3276.912,2782.49,5.2319281115868e+20,765916,21647,38950377,12.12,487.5
2018-06-15,487.51,257879,234578,0.38,22615,37577377.1190106,65.06,353070,1369.7,6,269008.4063,48799.3658975694,3257.052,2779.66,6.01608319485535e+20,763803,24881,39030067,11.98,492.5
2018-06-16,497.22,192639,195582,0.45,26353,37577377.1190106,65.06,1475639,1369.7,6,271809.3725,49781.5595909288,3293.273,2779.66,5.75569880829222e+20,639775,19807,39103372,11.98,492.5
2018-06-17,496.74,210035,204986,0.24,19968,37577377.1190106,65.06,364906,1369.7,5,269649.1862,49743.6467201194,3295.288,2779.66,3.10673913395605e+20,648548,17825,39169579,11.98,492.5
2018-06-18,517.63,206288,225451,0.25,22074,40279018.6112271,65.85,397001,1371.5,5,279860.27,51846.2480873891,3397.011,2773.75,3.31453370209135e+20,695753,21717,39251979,12.31,483
2018-06-19,538.45,249609,224012,0.32,25000,40279018.6112271,65.07,443612,1369.6,5,282435.7599,53942.6229537078,3435.03,2762.59,4.65793926425134e+20,778765,21319,39325443,13.35,517
2018-06-20,536.16,268665,219081,0.29,25587,40279018.6112271,66.22,448317,1365.7,5,279162.6223,53724.245861805,3375.738,2767.32,4.37737407766925e+20,803076,19476,39403674,12.79,500.5
2018-06-21,525.77,257650,225821,0.29,23526,42908653.8315633,65.54,401233,1361.4,5,282764.1807,52693.9042858572,3456.54,2749.76,4.16030268945039e+20,752035,17273,39492983,14.64,549
2018-06-22,462.16,271429,228833,0.53,24500,42908653.8315633,68.58,440886,1361.7,5,284625.7577,46328.3034790775,3428.843,2754.88,8.8217322666299e+20,770457,17600,39575669,13.77,527
2018-06-23,474.18,212581,219284,0.24,20591,42908653.8315633,68.58,393996,1361.7,5,280672.2867,47543.0157343706,3394.469,2754.88,3.47143282742146e+20,675918,14447,39663257,13.77,527
2018-06-24,455.25,228880,216464,0.35,20968,43161057.6776313,68.58,390762,1361.7,5,281667.0977,45654.2933616094,3454.86,2754.88,5.14962924372328e+20,671994,13835,39746886,13.77,527
2018-06-25,458.82,363093,218473,0.29,25228,43161057.6776313,68.08,439301,1359.6,5,282781.5154,46021.7289567713,3396.681,2717.07,5.27396861146827e+20,837265,16615,39830437,17.33,642
2018-06-26,429.58,257876,199825,0.23,23860,43161057.6776313,70.53,488199,1350,5,280157.7279,43097.690502215,3362.827,2723.06,3.88528456093991e+20,732170,17436,39903339,15.92,605
2018-06-27,441.75,249655,223056,0.22,24580,30540865.3742303,72.76,526494,1345.5,5,288133.7823,44327.7428345391,3486.661,2699.63,3.88472117690681e+20,771938,17438,40001923,17.91,657.5
2018-06-28,420.72,239542,248953,0.21,23926,30540865.3742303,73.45,506986,1340,5,279301.5766,42226.0501646775,3406.501,2716.31,3.7016126342588e+20,744784,16486,40084328,16.85,642
2018-06-29,435.25,255775,217681,0.23,23219,30540865.3742303,74.15,429761,1343.7,5,277277.2425,43693.2360807734,3378.95,2718.37,3.92302217431495e+20,735092,15426,40165238,16.09,617
2018-06-30,453.42,145656,179881,1.43,22085,35588942.2955907,74.15,733417,1343.7,5,287848.4026,45526.6180862212,3470.085,2718.37,1.99855679039543e+21,632981,13673,40214201,16.09,617
2018-07-01,451.95,101288,151871,2.35,22500,35588942.2955907,74.15,840312,1343.7,5,276235.7552,45388.2528454828,3361.517,2718.37,3.23725306307421e+21,622633,12296,40244990,16.09,617
2018-07-02,476.58,120112,183698,5.71,19625,35588942.2955907,73.94,891250,1329.7,5,281066.2288,47871.6314678306,3392.111,2726.71,5.86252622601553e+21,489559,13269,40282215,15.6,618.5
2018-07-03,461.95,128265,175191,3.24,22047,30929068.6931155,74.14,830801,1342.2,5,285353.1633,46411.5398709125,3455.917,2713.22,4.02076246238482e+21,573532,15575,40320134,16.139999,626
2018-07-04,467.19,122170,173636,3.08,18915,30929068.6931155,74.13,872559,1258.1,5,282978.2286,46947.5604875616,3436.789,2713.22,2.94286512027096e+21,447112,16054,40358254,16.139999,626
2018-07-05,467.55,148463,178786,2.27,21492,30929068.6931155,72.94,834019,1347.4,5,292250.0375,46993.2844466953,3560.407,2736.61,2.56144382411012e+21,527586,14007,40401183,14.97,593
